<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.15	03:00:00	3641.007	3646.422	3640.073	3646.019	5050	0	160
2025.09.15	04:00:00	3646.030	3646.860	3643.680	3645.596	3662	0	160
2025.09.15	05:00:00	3645.624	3646.218	3642.318	3643.695	5039	0	160
2025.09.15	06:00:00	3643.719	3643.980	3636.617	3636.663	7650	0	160
2025.09.15	07:00:00	3636.623	3644.964	3633.740	3643.893	7820	0	160
2025.09.15	08:00:00	3643.900	3645.821	3640.812	3645.461	6918	0	160
2025.09.15	09:00:00	3645.436	3645.977	3635.683	3641.180	7314	0	160
2025.09.15	10:00:00	3641.211	3646.378	3639.097	3639.958	7087	0	160
2025.09.15	11:00:00	3639.946	3646.698	3639.048	3642.661	7001	0	160
2025.09.15	12:00:00	3642.686	3651.031	3636.946	3650.255	11040	0	160
2025.09.15	13:00:00	3650.226	3664.371	3646.821	3657.179	13816	0	160
2025.09.15	14:00:00	3657.147	3663.777	3653.827	3663.436	11958	0	160
2025.09.15	15:00:00	3663.468	3681.938	3662.936	3680.454	10538	0	160
2025.09.15	16:00:00	3680.497	3685.623	3674.770	3679.182	11568	0	160
2025.09.15	17:00:00	3679.209	3682.689	3678.541	3681.705	6854	0	160
2025.09.15	18:00:00	3681.704	3681.970	3675.833	3676.940	5581	0	160
2025.09.15	19:00:00	3676.971	3682.786	3676.666	3680.955	5676	0	160
2025.09.15	20:00:00	3680.912	3681.986	3678.585	3679.020	3623	0	160
2025.09.15	22:00:00	3680.555	3680.605	3676.301	3678.791	3622	0	160
2025.09.15	23:00:00	3678.888	3680.500	3676.131	3676.965	3508	0	160
2025.09.16	00:00:00	3676.886	3686.904	3676.431	3686.353	7667	0	160
2025.09.16	01:00:00	3686.391	3689.480	3677.081	3679.284	11817	0	160
2025.09.16	02:00:00	3679.245	3682.654	3674.711	3677.683	8405	0	160
2025.09.16	03:00:00	3677.718	3683.179	3676.983	3681.135	5568	0	160
2025.09.16	04:00:00	3681.078	3685.528	3680.160	3684.256	4167	0	160
2025.09.16	05:00:00	3684.217	3684.544	3680.325	3682.696	5221	0	160
2025.09.16	06:00:00	3682.794	3694.211	3681.736	3693.352	7606	0	160
2025.09.16	07:00:00	3693.322	3694.170	3686.309	3686.470	8404	0	160
2025.09.16	08:00:00	3686.431	3697.246	3686.134	3694.310	7508	0	160
2025.09.16	09:00:00	3694.280	3698.816	3692.967	3698.197	6914	0	160
2025.09.16	10:00:00	3698.173	3698.745	3692.918	3693.161	6147	0	160
2025.09.16	11:00:00	3693.203	3699.447	3690.542	3697.126	7863	0	160
2025.09.16	12:00:00	3697.203	3697.464	3686.452	3689.260	12186	0	160
2025.09.16	13:00:00	3689.221	3698.599	3685.120	3695.613	14975	0	160
2025.09.16	14:00:00	3695.583	3703.088	3685.705	3686.339	18437	0	160
2025.09.16	15:00:00	3686.374	3688.799	3678.868	3686.142	14609	0	160
2025.09.16	16:00:00	3686.210	3691.226	3684.613	3689.740	7467	0	160
2025.09.16	17:00:00	3689.715	3690.910	3686.297	3687.647	6574	0	160
2025.09.16	18:00:00	3687.665	3690.897	3686.453	3690.633	4717	0	160
2025.09.16	19:00:00	3690.590	3691.084	3687.718	3689.610	4355	0	160
2025.09.16	20:00:00	3689.668	3693.790	3689.443	3689.947	3216	0	160
2025.09.16	22:00:00	3691.231	3692.864	3689.843	3691.878	2705	0	160
2025.09.16	23:00:00	3691.916	3695.243	3691.646	3694.245	3524	0	160
2025.09.17	00:00:00	3694.244	3695.378	3691.177	3691.420	5084	0	160
2025.09.17	01:00:00	3691.374	3692.021	3676.030	3679.426	12517	0	160
2025.09.17	02:00:00	3679.466	3683.831	3674.218	3682.154	10135	0	160
2025.09.17	03:00:00	3682.162	3683.501	3679.880	3681.759	5352	0	160
2025.09.17	04:00:00	3681.688	3682.477	3680.377	3680.774	3439	0	160
2025.09.17	05:00:00	3680.780	3685.859	3675.833	3679.089	7749	0	160
2025.09.17	06:00:00	3679.229	3680.099	3670.370	3675.041	8945	0	160
2025.09.17	07:00:00	3675.010	3677.367	3666.591	3667.199	9449	0	160
2025.09.17	08:00:00	3667.155	3667.908	3662.489	3664.832	8589	0	160
2025.09.17	09:00:00	3664.785	3670.985	3663.880	3667.912	7018	0	160
2025.09.17	10:00:00	3667.883	3669.716	3660.354	3661.556	10237	0	160
2025.09.17	11:00:00	3661.547	3669.878	3659.843	3665.949	9424	0	160
2025.09.17	12:00:00	3665.987	3679.387	3665.570	3678.614	8740	0	160
2025.09.17	13:00:00	3678.691	3682.554	3672.781	3678.752	13809	0	160
2025.09.17	14:00:00	3678.743	3686.137	3676.847	3684.230	9981	0	160
2025.09.17	15:00:00	3684.237	3687.248	3682.772	3684.136	6638	0	160
2025.09.17	16:00:00	3684.167	3688.546	3683.930	3684.739	5468	0	160
2025.09.17	17:00:00	3684.771	3687.804	3678.621	3686.900	6727	0	160
2025.09.17	18:00:00	3686.822	3707.490	3646.097	3650.344	77856	0	160
2025.09.17	19:00:00	3650.442	3666.993	3646.368	3661.730	37985	0	160
2025.09.17	20:00:00	3661.757	3661.757	3656.312	3659.677	6207	0	160
2025.09.17	22:00:00	3660.131	3665.402	3655.582	3662.982	6657	0	160
2025.09.17	23:00:00	3662.952	3672.021	3662.059	3669.169	6172	0	160
2025.09.18	00:00:00	3669.131	3669.972	3658.066	3665.157	9521	0	160
2025.09.18	01:00:00	3665.226	3668.774	3651.826	3657.148	17826	0	160
2025.09.18	02:00:00	3657.102	3665.806	3655.506	3664.775	8511	0	160
2025.09.18	03:00:00	3664.752	3665.997	3657.844	3658.506	5270	0	160
2025.09.18	04:00:00	3658.554	3659.292	3653.437	3653.714	5221	0	160
2025.09.18	05:00:00	3653.717	3659.189	3649.374	3651.576	9058	0	160
2025.09.18	06:00:00	3651.598	3651.995	3633.830	3637.469	18938	0	160
2025.09.18	07:00:00	3637.500	3659.852	3635.454	3659.024	13073	0	160
2025.09.18	08:00:00	3658.899	3665.773	3653.644	3665.473	9510	0	160
2025.09.18	09:00:00	3665.431	3673.021	3664.552	3671.665	9650	0	160
2025.09.18	10:00:00	3671.635	3672.469	3665.441	3667.157	7541	0	160
2025.09.18	11:00:00	3667.202	3670.941	3664.436	3667.193	8018	0	160
2025.09.18	12:00:00	3667.233	3672.447	3662.863	3663.299	12910	0	160
2025.09.18	13:00:00	3663.346	3664.234	3627.744	3642.237	31487	0	160
2025.09.18	14:00:00	3642.120	3646.405	3634.237	3638.386	26061	0	160
2025.09.18	15:00:00	3638.428	3642.469	3636.733	3641.315	12739	0	160
2025.09.18	16:00:00	3641.346	3647.270	3640.874	3646.411	8844	0	160
2025.09.18	17:00:00	3646.368	3646.869	3643.287	3643.591	7739	0	160
2025.09.18	18:00:00	3643.598	3643.632	3640.506	3641.405	5863	0	160
2025.09.18	19:00:00	3641.363	3647.061	3640.588	3646.565	5549	0	160
2025.09.18	20:00:00	3646.611	3647.257	3643.862	3644.380	2845	0	160
2025.09.18	22:00:00	3643.340	3643.744	3639.451	3640.263	2809	0	160
2025.09.18	23:00:00	3640.337	3641.891	3637.711	3640.239	4053	0	160
2025.09.19	00:00:00	3640.242	3642.718	3636.241	3640.047	6798	0	160
